w,age,a,z
2707.499136898984,35,3.23,-.54909056
3579.288025591961,31,0,-.61549729
4588.005810378261,39,12.2,-.2409336
2464.610942642107,36,0,-.48182923
11878.30250621434,22,26.5,.20470998
2758.983506954502,35,0,-.69254106
9210.987534380387,21,21.025999,-.3688156
3617.627639287409,24,1.49,-.55040574
6466.626179337046,25,0,-1.2034994
1966.51038291551,26,0,-.6578449
8441.833766839211,23,7.3600001,.19659518
3425.523810684339,22,2.825,-.80764639
7136.72180931898,34,0,-.39413181
5062.405458269453,35,0,-1.047105
3443.918114696098,32,0,-.78022206
3978.450896857632,37,1.525,-.446334
5977.797476607164,38,0,-1.2480553
4790.149547135938,40,18.65,-.4606981
15940.20449879193,21,0,-1.5371581
14357.02713981156,22,0,-.80125415
7683.569435345066,34,0,-.25260347
6552.099054906002,22,0,-.71144158
7889.716366801891,24,8.2200003,-.8689518
4805.730403241321,36,2.22,-.68940336
7101.293288883753,37,1.71,-.45486075
6863.197840131633,38,7.2399998,-.6182307
8956.208891042304,39,6.0999999,-.44149297
7714.293027877338,37,0,-.35359204
5610.410631627693,22,0,-.27948004
2585.937605700446,29,0,-.53478062
4675.304759486274,31,1.91,-.77618206
8495.71839807757,33,5.3600001,-.6106016
7358.819085513113,26,165,-.75067294
8108.989631320711,27,43.599998,-.70571357
9565.172379763715,30,157.00101,-.50051606
13441.07308626273,26,5.5,-.14382584
4114.670524492817,26,5.8200002,-.60260141
5101.289863848785,27,8.54,-.57065445
9090.206578841398,28,10.73,-.46595666
4402.14444838781,22,1.53,-.73815405
2594.906707222427,27,22.4,-.74523264
4651.789526610635,44,101.74,-.43931758
6470.347240343522,25,2.1099999,-.70137453
14816.04349166215,26,0,-.89636332
6741.812263487856,25,2.75,-.62522459
7148.577066367249,21,0,-.40243897
6325.606228436488,22,5.27,-.41738278
7486.909649316854,40,9.9700003,-.35833439
7682.873412971323,41,1.47,-.58490789
4169.967140279642,27,0,-.84569633
7160.742764361141,29,2.4100001,-.68906498
7995.760441472291,30,0,-.96346962
4635.085783494298,39,143.36,-.2754845
4361.878408730049,28,1.005,-.74538946
4562.497882026732,21,5.3400002,-.70911658
5320.536377139236,40,35.330002,-.60197651
6488.157413262899,41,97.938004,-.71549219
6676.504317510898,42,36.138,-.56618845
7851.217219691952,43,45.737999,-.35385591
7758.589641495507,23,12.31,-.2899113
4740.556511481786,21,0,-.80212379
7992.769339672902,22,0,-1.0880402
2822.833263001465,40,0,-.10896273
4692.755803640762,41,0,-.55606937
5431.000048053274,30,0,-.51205194
5285.340923073853,35,31.072001,-.9376089
6005.112065731834,25,0,-1.0212737
9045.898721374922,25,0,-.51389009
3952.71990665917,36,106.84,-.64028358
4791.315126589787,37,405.06,-.43871328
5580.773453322513,38,3.8499999,.026431708
6145.420777496912,39,78.160004,-.60165226
4065.692906892942,23,13.54,-.94383991
22009.1370189515,28,16.504999,-.14682406
6300.214731840667,24,25.799999,-.66946954
2674.731221181285,22,1.5700001,-.74908024
4402.14444838781,25,7,-.96859401
7709.306128342359,27,0,-.69962519
8174.860533099633,40,0,-.84085339
4659.290707056532,43,0,-.027075015
6684.379460897071,23,1.3,-.83641654
2734.092140134298,32,4.5900002,-.5123508
3802.149704698246,45,0,-.6570974
2739.32641989507,39,2.3499999,-.62597501
3415.785690921849,40,9.3599997,-.74432564
6497.843435910302,41,0,-.58008116
3323.459513494545,27,3.4300001,-.53893888
5812.279746933166,44,6,-.94564754
2451.552800820486,45,237.21001,-.54448646
2722.765744834885,39,1.13,-.42160609
5031.101283050607,40,2.73,-.5033654
4110.865171308356,41,3.1099999,-.68819666
3505.914948580945,32,4.3379998,-1.0399926
4086.929135988476,25,2.1500001,-.3518253
3088.258270162734,26,0,-.61584812
2391.306931064052,42,11.173,-.87057722
3038.526976183995,43,12.45,-.94362921
4037.759425231281,35,0,-.94192606
4671.547994786846,36,0,-.82983166
4134.860319527285,39,0,-.75168473
4630.980789639479,40,0,-.32964155
16630.20667719428,26,46.799999,-.7421391
9171.535210581915,41,6.4000001,-1.2062206
7193.937234288104,29,4.0599999,.015005635
10717.43773627157,30,191.019,.12014609
4090.478857536192,32,1.59,.1605065
4448.595515908126,30,0,-.92154843
5540.639760079946,27,0,-.74770975
7390.98762633446,24,0,-.62816316
12130.45102344112,25,13.1,-.42627457
1311.383671177369,24,10.5,-.04175156
5784.757383159032,42,97.629997,-.76167899
6867.321010742842,43,95.959999,-.29178181
8953.923381631792,45,91.169998,-.35539901
5202.044183344985,23,10.51,-.49324617
7370.590783123302,35,1.921,.044001557
8083.638514930863,40,3.4000001,-.38657075
7259.438829143984,26,0,-1.3221408
10885.05502939288,27,7,-.78672349
8608.555621300826,24,2.3,-.26729456
1531.718601096833,28,1.84,-.99575341
2087.605265393417,45,8.8100004,-.80094409
1613.152248728706,28,0,-.7035439
2135.136591470334,29,3.0699999,-.51229638
2529.118624145945,26,0,-.84042609
3917.968621774678,26,56.939999,-.77784824
1344.129576182579,33,78.199997,-.52281666
2604.852819835647,34,158.22501,-.50171053
11104.60487575724,29,0,-1.0047002
15456.81790213016,30,0,-.91670555
17096.6546382313,31,1.46,-.98404145
19946.42251636252,32,0,-.93009663
9129.950672738569,27,3.3,-.74790835
5885.066183107891,32,2.1600001,-.70107245
6913.499909509886,33,1.37,-.6647113
1456.365629206271,26,0,-.78857315
5176.000655053759,33,17.700001,-.20557092
5016.400860936075,34,34.830002,-.032142453
7167.462774521206,36,2.3800001,-1.0427698
10133.86882206547,37,2.3399999,-.39465308
1416.34487812919,28,0,-.63927698
8714.824921995179,41,0,-.6046049
5861.692045433328,33,159.63,-.62321609
6887.209555462979,24,6.9899998,-.46087328
4448.595515908125,29,5.04,-.97931498
3578.606645628464,33,0,-.62626266
6185.055700528406,36,0,-.71835327
6927.273237658544,44,1.64,-.40255049
6898.85044416552,23,18.9,-.70561427
4141.758045668416,21,0,-.86319029
1092.042659648102,36,0,.19755645
1342.149548836762,37,0,-.68569851
1658.816121378101,38,0,-.81507885
2189.781192385441,39,21.52,-.69358766
16184.25983514585,44,0,-.79288697
1312.913470771804,27,3.0239999,-.98251742
1855.660534214095,28,32,-.92209095
1358.591162924571,36,0,-.71491098
2256.625809595567,32,0,-.85142928
3200.177588690056,33,0,-.7422601
12205.10199262832,29,58.563,-.29474047
4473.354695069419,34,17.697001,-.44055641
6195.322086130255,35,21.27,-.41923243
7292.584231679779,28,25.275,-.053679164
8227.799106532444,21,10.21,-.22396174
3822.839563321712,22,1.25,-.40808976
3448.417015443877,23,0,-.54130495
2319.026377687625,25,3,-.8302809
5186.48491252706,24,0,-.88820928
4372.869849478867,44,62.52,.1266827
4931.594097294383,23,1.75,-.70804757
5710.772434429786,24,0,-.030555364
8043.443311758229,25,7,-.16037713
18228.99585041609,27,0,-.30420259
4198.736877949079,34,17.799999,-.74203074
3146.588011078555,35,120.232,-.48154622
4967.679338746952,22,2,-.5235725
4776.873794422715,45,41.056,-.19545645
6280.771488050076,26,0,-.14611501
6615.69521574298,27,15,-.51223832
4449.307713840465,39,5.75,-1.3046223
8037.900806019054,24,8.25,.12998667
17737.45194882923,26,49.540001,-.10545705
3274.242223656007,22,1.5,-.64027435
5076.723082119258,24,6.3400002,-.59141868
5885.066183107891,33,4.8000002,-.54668945
6913.499909509884,34,16.924999,-.87433833
13598.45926726916,35,2.24,-.51750118
5181.042119709727,26,0,-.52044189
19650.30320995336,30,15.12,-.34802702
7117.195637653007,27,0,-.92212617
5885.066183107891,32,0,.29211497
6012.998954326197,36,25.225,-.73447305
1075.518375925223,38,0,-.56054854
7656.816405780491,23,0,-1.0127122
12252.16058634564,24,1.165,-.89048243
