w,age,a,z
4481.183904794747,22,15.056,.97487307
9124.681046581045,22,1.4,.31870511
5066.722956715866,22,0,.37016323
2982.311636722178,22,0,-1.4153461
4034.995236928144,22,27,.98650622
3749.443174901562,22,27,.31263593
11653.72366035039,22,0,.69816566
3332.124296250943,22,0,-1.4153461
3641.918313164494,22,27,1.0192504
3236.807492290349,22,0,-1.0088432
2285.52445140847,22,0,1.0682616
3154.46905091597,22,0,-1.4153461
10504.58783631762,22,0,.25979784
2058.955197171089,22,10.63,.36282185
7564.375422888823,22,0,-.97217917
7672.405420005595,22,9,-.66763997
3340.763605995312,22,0,-1.4153461
4817.349348015876,22,11,.94768023
3253.335666232502,22,0,-1.4153461
2053.512550078061,22,10.63,.36282185
1640.14263130969,22,10.63,1.0346916
8831.418784172081,22,1.916,-.97418118
1750.750303580576,22,10.63,.93290901
4598.930753732216,22,0,-1.4153461
2497.648428861692,22,1.6,-1.3786448
5320.771894727372,22,3.2,.58470154
2542.463443392809,22,9.6000004,.85301495
4894.380497907031,22,15.056,.97487307
8848.850726211394,22,3.6800001,.58512306
3379.941483818773,22,0,-.37224433
9398.115645008755,22,5.8099999,-.9426204
8539.603815974569,22,4.73,-.50593257
6383.030986872932,22,5.4000001,-.7766124
6686.450310083846,22,1.85,.24391988
3634.802492539851,22,9.8199997,-.33772108
11363.00129193522,23,16.049999,1.0349349
6439.280256891905,23,16.299999,-1.2417469
5716.161460224354,23,0,.97083342
4522.531266201557,23,1.7,.1307541
3571.40317848482,23,11.7,.67134082
2816.58225688534,23,19.299999,.80815303
7070.532020948826,23,2.0250001,-.041892178
5441.578452186991,23,0,.22353588
2383.014906115428,23,1.96,-.30825341
5195.810603830668,23,17.6,.11618077
1669.58215733923,23,2.5,-.59893215
6912.730978579772,23,2.0250001,-.041892178
8274.153099742265,23,23.15,-.53162134
12077.57669593798,23,9.5200005,.89912474
8234.979728538408,23,23.15,-.60133612
5059.879352906642,23,9.6000004,.67134082
4683.521864844306,23,0,.80136931
3056.180407054207,23,33.401001,-1.0817425
6245.687956467825,23,0,.050036065
5242.324375060725,23,0,.25622356
5460.436992359115,23,0,-.53724897
4993.653900989869,23,1.6,-1.5401406
8263.238036840321,23,16.049999,1.0349349
6912.730978579772,23,19,-1.1439492
5195.567531919734,23,17.6,.11618077
6052.446960062274,23,33.401001,.28589642
4554.118590715958,23,7,.079704396
5728.777758051032,23,0,-1.0176905
7099.97479550541,23,19,-1.1439492
8285.179632749614,23,16.049999,1.002309
1311.367376315878,23,13.11,-.016763575
8320.282780683237,23,23.15,-1.04357
8234.979728538408,23,16.049999,.93341982
5180.273188182759,23,0,-1.5401406
2765.34197946024,23,19.299999,.56098711
1304.614141946789,23,13.11,-.054349072
7549.867987902639,23,6.7249999,-1.230396
11640.19738180842,23,4.0300002,-.63436663
8004.804727173209,23,8.5299997,-.23056115
11327.67138081683,23,18,1.0843049
2305.218054213482,23,0,.18810545
1674.940740352002,23,2.5,-.59893215
5147.019156968169,23,33.401001,-.67368686
8264.576039796226,23,16.049999,1.0349349
5166.8768543168,23,0,-1.5401406
6899.713235466674,23,19,-.73503935
2673.584430874581,23,11.7,.77771199
8285.179632749614,23,16.049999,1.002309
3315.471970487764,23,0,.022044294
4590.913751668656,23,0,.83426416
11467.8621283411,23,16.049999,1.002309
11460.40292199929,23,16.049999,1.002309
8257.611655734034,23,16.049999,1.0349349
4725.131604798224,23,1.7,.23246203
1960.135068094187,23,32.48,.74537647
11394.67389457338,23,4.0300002,-.60254014
2856.959733099702,23,0,-.9154371
11661.21553377835,23,3.03,1.0843049
2313.012239073483,23,16.48,.98250639
2392.697329471698,23,5.0999999,-.52157104
4849.824215203034,23,26.26,1.0843049
5830.052068869098,23,0,.97083342
8257.611655734034,23,16.049999,1.0349349
5149.420783742306,23,33.401001,-.64060485
11511.29739697321,23,3.03,.27693665
5197.282732263919,23,17.6,.083351962
5258.763809961088,23,6,.72546113
2309.657297160115,23,16.48,1.0514334
2599.600310446646,23,16.950001,.21133076
5085.563217826219,23,17.6,.11618077
6220.926773247435,23,0,.12261926
9631.259093609933,23,3.45,-.018777736
7071.635944224649,23,2.0250001,-.041892178
1716.056463982298,23,2.5,-.59893215
2291.352084240771,23,16.48,1.0843049
6063.530603287938,23,33.401001,-.61222541
5182.329967728818,23,17.6,.11618077
4248.936436733564,23,2.2,-.23056115
5528.549243242726,23,0,.25622356
3057.282606456212,23,33.401001,-1.0817425
7291.994797044797,23,22.125,.36265552
2413.363520455035,23,5.0999999,-.45287454
2419.267644075337,23,5.0999999,-.42021859
3923.104107757773,23,3.4000001,.20005547
11467.8621283411,23,0,-1.5401406
